"","Group.1","Group.2","x"
"525","Germany",1999,51.0014789533561
"526","Greece",1999,66.7167582417582
"527","Guatemala",1999,65.8318681318681
"528","Guinea",1999,81.5995495495496
"529","Guyana",1999,83.4355212355212
"530","Haiti",1999,84.3824561403509
"531","Honduras",1999,71.0988505747126
"532","Hong Kong",1999,75.5384615384615
"533","Hungary",1999,50.6486263736264
"534","Iceland",1999,39.9521978021978
"535","India",1999,80.4384456671252
"536","Indonesia",1999,82.4760204081633
"537","Ireland",1999,49.818956043956
"538","Israel",1999,70.8176829268293
"539","Italy",1999,57.8081043956044
"540","Ivory Coast",1999,80.5730061349693
"541","Japan",1999,56.5862637362637
"542","Jordan",1999,64.9392857142857
"543","Kazakhstan",1999,49.8447802197802
"544","Kenya",1999,67.9306666666667
"545","Kuwait",1999,81.2661157024793
"546","Kyrgyzstan",1999,52.7508333333333
"547","Laos",1999,80.717955801105
"548","Latvia",1999,46.9607142857143
"549","Lebanon",1999,70.5618131868132
"550","Macedonia",1999,54.7266483516484
"551","Madagascar",1999,65.1373563218391
"552","Malawi",1999,70.3286666666667
"553","Malaysia",1999,81.2447802197802
"554","Mauritania",1999,76.9185507246377
"555","Mexico",1999,69.43645943098
"556","Mongolia",1999,31.3087912087912
"557","Morocco",1999,62.8129120879121
"558","Mozambique",1999,74.8515850144092
"559","Myanmar (Burma)",1999,81.2369491525424
"560","Namibia",1999,68.7511049723757
"561","Nepal",1999,68.2114006514658
"562","New Zealand",1999,60.2085164835165
"563","Nicaragua",1999,81.0914835164835
"564","Nigeria",1999,83.2206790123457
"565","North Korea",1999,52.5446280991736
"566","Norway",1999,41.9684065934066
"567","Pakistan",1999,76.9296350364964
"568","Panama",1999,80.8343406593407
"569","Peru",1999,66.7505494505495
"570","Philippines",1999,81.4391184573003
"571","Poland",1999,48.4535714285714
"572","Portugal",1999,63.2702479338843
"573","Qatar",1999,83.4203296703297
"574","Romania",1999,53.3167582417582
"575","Russia",1999,49.5104395604396
"576","Saudi Arabia",1999,80.9885989010989
"577","Senegal",1999,74.9716253443526
"578","Serbia-Montenegro",1999,43.5757281553398
"579","Singapore",1999,81.6032967032967
"580","Slovakia",1999,51.4991758241758
"581","South Africa",1999,63.1315934065934
"582","South Korea",1999,53.7846153846154
"583","Spain",1999,59.3619047619048
"584","Sri Lanka",1999,81.0865517241379
"585","Suriname",1999,79.05375
"586","Sweden",1999,47.0868131868132
"587","Switzerland",1999,50.0397968605725
"588","Syria",1999,63.9263736263736
"589","Taiwan",1999,70.2759493670886
"590","Tajikistan",1999,67.7135964912281
"591","Tanzania",1999,77.789966555184
"592","Thailand",1999,81.7076923076923
"593","The Netherlands",1999,52.0576923076923
"594","Togo",1999,81.2679245283019
"595","Tunisia",1999,67.7134615384615
"596","Turkey",1999,56.0210164835165
"597","Turkmenistan",1999,64.4065934065934
"598","Uganda",1999,72.1089473684211
"599","Ukraine",1999,49.0142857142857
"600","United Arab Emirates",1999,83.3443681318681
"601","United Kingdom",1999,52.1067493112948
"602","Uruguay",1999,59.6917582417582
"603","US",1999,57.1091249720699
"604","Uzbekistan",1999,60.3131868131868
"605","Venezuela",1999,79.0730113636364
"606","Vietnam",1999,75.9145604395604
"607","Yugoslavia",1999,53.8370879120879
"608","Zambia",1999,71.8013201320132
"609","Albania",2000,63.1769452449568
"610","Algeria",2000,64.1827868852459
"611","Argentina",2000,62.3961643835616
"612","Australia",2000,62.250218579235
"613","Austria",2000,52.7595628415301
"614","Bahamas",2000,77.3791208791209
"615","Bahrain",2000,80.6060109289618
"616","Bangladesh",2000,79.0985507246377
"617","Barbados",2000,80.2257534246575
"618","Belarus",2000,46.9612021857924
"619","Belgium",2000,52.3150273224044
"620","Belize",2000,80.4191780821918
"621","Benin",2000,81.9016233766234
"622","Bermuda",2000,71.6027397260274
"623","Bolivia",2000,44.2884931506849
"624","Brazil",2000,72.1705936073059
"625","Bulgaria",2000,51.7275956284153
"626","Canada",2000,42.1538461538462
"627","Central African Republic",2000,78.3372832369942
"628","China",2000,60.1653909240022
"629","Colombia",2000,55.3402739726027
"630","Congo",2000,76.9119883040936
"631","Costa Rica",2000,72.230303030303
"632","Croatia",2000,55.8541208791209
"633","Cuba",2000,75.1487106017192
"634","Cyprus",2000,72.8061151079137
"635","Czech Republic",2000,49.0819672131148
"636","Denmark",2000,48.3147540983607
"637","Dominican Republic",2000,78.8378531073446
"638","Egypt",2000,71.2369863013699
"639","Equador",2000,65.299860529986
"640","Ethiopia",2000,62.5369402985075
"641","Finland",2000,44.5360655737705
"642","France",2000,55.7642076502732
"643","Gabon",2000,79.2554285714286
"644","Gambia",2000,78.8941379310345
"645","Georgia",2000,57.1789617486339
"646","Germany",2000,52.0981460023175
"647","Greece",2000,65.8021857923497
"648","Guatemala",2000,65.8502747252747
"649","Guinea",2000,80.9406779661017
"650","Guyana",2000,82.6364705882353
"651","Haiti",2000,84.0116666666667
"652","Honduras",2000,71.1287709497207
"653","Hong Kong",2000,75.2349726775956
"654","Hungary",2000,53.1270491803279
"655","Iceland",2000,40.1756830601093
"656","India",2000,80.2086242299795
"657","Indonesia",2000,83.0276923076923
"658","Ireland",2000,48.9418032786885
"659","Israel",2000,69.8430136986301
"660","Italy",2000,58.0378932968536
"661","Ivory Coast",2000,79.8888252148997
"662","Japan",2000,55.8811475409836
"663","Jordan",2000,63.8625683060109
"664","Kazakhstan",2000,50.0172131147541
"665","Kenya",2000,65.96
"666","Kuwait",2000,80.2822404371585
"667","Kyrgyzstan",2000,54.2568306010929
"668","Laos",2000,80.7754098360656
"669","Latvia",2000,47.6369863013699
"670","Lebanon",2000,69.4234972677596
"671","Macedonia",2000,54.1718579234973
"672","Madagascar",2000,65.1139941690962
"673","Malawi",2000,66.4573529411765
"674","Malaysia",2000,81.7770718232044
"675","Mauritania",2000,77.5825
"676","Mexico",2000,68.9598796389167
"677","Mongolia",2000,30.0286885245902
"678","Morocco",2000,63.3524590163934
"679","Mozambique",2000,74.1833876221498
"680","Myanmar (Burma)",2000,80.8455056179775
"681","Namibia",2000,68.0362606232295
"682","Nepal",2000,65.7669934640523
"683","New Zealand",2000,59.8912328767123
"684","Nicaragua",2000,81.4244444444444
"685","Nigeria",2000,84.4618843683083
"686","North Korea",2000,51.1096952908587
"687","Norway",2000,43.6341530054645
"688","Pakistan",2000,79.2117355371901
"689","Panama",2000,81.2603825136612
"690","Peru",2000,65.7019178082192
"691","Philippines",2000,81.9043715846994
"692","Poland",2000,49.3729508196721
"693","Portugal",2000,62.2765027322404
"694","Qatar",2000,82.2688524590164
"695","Romania",2000,53.8275956284153
"696","Russia",2000,49.0144808743169
"697","Saudi Arabia",2000,79.9275956284153
"698","Senegal",2000,75.5917355371901
"699","Serbia-Montenegro",2000,51.9560109289617
"700","Singapore",2000,81.574043715847
"701","Slovakia",2000,53.201912568306
"702","South Africa",2000,62.6180327868852
"703","South Korea",2000,52.3756830601093
"704","Spain",2000,58.683606557377
"705","Sri Lanka",2000,81.02
"706","Suriname",2000,79.7609375
"707","Sweden",2000,47.2786885245902
"708","Switzerland",2000,51.0620783956244
"709","Syria",2000,63.0983606557377
"710","Taiwan",2000,73.2229965156794
"711","Tajikistan",2000,61.0248447204969
"712","Tanzania",2000,78.5991701244813
"713","Thailand",2000,82.2975409836066
"714","The Netherlands",2000,51.8385245901639
"715","Togo",2000,81.1623955431755
"716","Tunisia",2000,67.1196721311475
"717","Turkey",2000,54.2655737704918
"718","Turkmenistan",2000,64.2237704918033
"719","Uganda",2000,71.8711805555556
"720","Ukraine",2000,49.0281420765027
"721","United Arab Emirates",2000,82.325
